Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
L&S,Mathematical Sciences, 631,001,"Okun,Boris L",9,9,100.0%,3.625,5,,,3,,,,,,,,,,,,1
L&S,Mathematical Sciences, 631,Course Total,Course Total,9,9,100.0%,3.625,5,,,3,,,,,,,,,,,,1
L&S,Mathematical Sciences, 713,001,"McLeod,Kevin B",21,20,95.2%,3.768,12,5,1,1,1,,,,,,,,,,,
L&S,Mathematical Sciences, 713,Course Total,Course Total,21,20,95.2%,3.768,12,5,1,1,1,,,,,,,,,,,
L&S,Mathematical Sciences, 726,001,"Sun,Lijing",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 726,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 731,001,"Zou,Yi Ming",9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Mathematical Sciences, 731,Course Total,Course Total,9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Mathematical Sciences, 751,001,"Hruska,Geoffrey C",9,7,77.8%,3.223,2,1,,1,1,,1,,,,,,,,,1
L&S,Mathematical Sciences, 751,Course Total,Course Total,9,7,77.8%,3.223,2,1,,1,1,,1,,,,,,,,,1
L&S,Mathematical Sciences, 753,001,"Okun,Boris L",6,5,83.3%,4.000,5,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 753,Course Total,Course Total,6,5,83.3%,4.000,5,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 799,006,"Kohlmetz,Kelly K",11,11,100.0%,4.000,7,,,,,,,,,,,,,,,4
L&S,Mathematical Sciences, 799,007,"Van Harpen,Xianwei Y",10,10,100.0%,4.000,9,,,,,,,,,,,,,,,1
L&S,Mathematical Sciences, 799,Course Total,Course Total,21,21,100.0%,4.000,16,,,,,,,,,,,,,,,5
L&S,Mathematical Sciences, 841,001,"Willenbring,Jeb F",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 841,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Mathematical Sciences, 873,001,"Stockbridge,Richard",6,6,100.0%,4.000,5,,,,,,,,,,,,,,,1
L&S,Mathematical Sciences, 873,Course Total,Course Total,6,6,100.0%,4.000,5,,,,,,,,,,,,,,,1
L&S,Mathematical Statistics, 215,001,"Gyimah,Kofi Safo",26,22,84.6%,3.228,6,5,2,6,,,2,,,,,1,3,,,
L&S,Mathematical Statistics, 215,002,"Aklasu,Precious Kobina",28,26,92.9%,3.167,7,6,3,3,1,2,3,,,,,1,1,,,
L&S,Mathematical Statistics, 215,003,"Aggrey,Francis",28,27,96.4%,3.198,9,5,3,4,2,,2,,,,1,1,1,,,
L&S,Mathematical Statistics, 215,004,"Asare,Eliphelet Domina",28,27,96.4%,3.309,11,3,1,5,3,,4,,,,,,1,,,
L&S,Mathematical Statistics, 215,005,"Aklasu,Precious Kobina",28,27,96.4%,3.296,14,2,5,,,1,1,2,1,,,1,,,,
L&S,Mathematical Statistics, 215,006,"Gervini,Daniel",27,23,85.2%,3.212,13,,2,3,,,1,,,1,,2,4,,,1
L&S,Mathematical Statistics, 215,008,"Augustine,Stephen J",27,26,96.3%,2.654,8,2,,4,2,2,3,,,1,1,3,1,,,
L&S,Mathematical Statistics, 215,009,"Pan,Shenyan",28,27,96.4%,2.444,4,1,3,4,3,1,6,,,2,,3,,,,
L&S,Mathematical Statistics, 215,010,"Pan,Shenyan",28,26,92.9%,2.845,8,1,3,2,,4,5,,1,1,1,,2,,,
L&S,Mathematical Statistics, 215,011,"Amoh,Ebenezer",26,23,88.5%,3.102,8,4,1,4,1,1,1,,1,1,,1,2,,,
L&S,Mathematical Statistics, 215,014,"Adjieteh,Mohammed Adjei",29,26,89.7%,2.757,8,4,1,2,1,1,5,,,,1,3,1,,,
L&S,Mathematical Statistics, 215,220,"Augustine,Stephen J",31,27,87.1%,2.284,4,4,3,3,,2,,,1,6,,4,,,,
L&S,Mathematical Statistics, 215,221,"Asare,Eliphelet Domina",28,22,78.6%,1.834,3,,2,3,3,,2,,,,1,8,3,,,
L&S,Mathematical Statistics, 215,Course Total,Course Total,362,329,90.9%,2.874,103,37,29,43,16,14,35,2,4,12,5,28,19,,,1
L&S,Mathematical Statistics, 361,001,"Wei,Wei",42,37,88.1%,2.117,7,3,4,1,1,2,1,4,2,3,2,7,3,,,
L&S,Mathematical Statistics, 361,Course Total,Course Total,42,37,88.1%,2.117,7,3,4,1,1,2,1,4,2,3,2,7,3,,,
L&S,Mathematical Statistics, 362,001,"Beder,Jay H",10,9,90.0%,1.778,,,,1,1,2,2,1,,,,2,1,,,
L&S,Mathematical Statistics, 362,Course Total,Course Total,10,9,90.0%,1.778,,,,1,1,2,2,1,,,,2,1,,,
L&S,Mathematical Statistics, 563,001,"Spade,David A",31,28,90.3%,3.334,15,4,3,2,1,,,,,,,3,2,,,
L&S,Mathematical Statistics, 563,Course Total,Course Total,31,28,90.3%,3.334,15,4,3,2,1,,,,,,,3,2,,,
L&S,Mathematical Statistics, 566,001,"Gervini,Daniel",24,19,79.2%,3.649,14,,1,2,,,2,,,,,,4,,,
L&S,Mathematical Statistics, 566,Course Total,Course Total,24,19,79.2%,3.649,14,,1,2,,,2,,,,,,4,,,
L&S,Mathematical Statistics, 591,001,"Ho,Yang",31,29,93.5%,3.380,18,6,1,,,,,,,,1,3,2,,,
L&S,Mathematical Statistics, 591,Course Total,Course Total,31,29,93.5%,3.380,18,6,1,,,,,,,,1,3,2,,,
L&S,Mathematical Statistics, 593,001,"Upretee,Sahadeb",12,11,91.7%,3.152,7,1,,1,,,,,,,,2,,,,
L&S,Mathematical Statistics, 593,Course Total,Course Total,12,11,91.7%,3.152,7,1,,1,,,,,,,,2,,,,
L&S,Mathematical Statistics, 692,001,"Wei,Wei",23,23,100.0%,3.203,11,2,1,2,1,2,,3,,,1,,,,,
L&S,Mathematical Statistics, 692,Course Total,Course Total,23,23,100.0%,3.203,11,2,1,2,1,2,,3,,,1,,,,,
L&S,Mathematical Statistics, 761,001,"Brazauskas,Vytaras",19,16,84.2%,3.252,4,5,1,1,3,,,2,,,,,1,,,
L&S,Mathematical Statistics, 761,Course Total,Course Total,19,16,84.2%,3.252,4,5,1,1,3,,,2,,,,,1,,,
L&S,Nonprofit Administration, 785,001,"Washington,Troy David",8,7,87.5%,4.000,6,,,,,,,,,,,,,,,1
L&S,Nonprofit Administration, 785,Course Total,Course Total,8,7,87.5%,4.000,6,,,,,,,,,,,,,,,1
L&S,Nonprofit Administration, 792,001,"Cleveland,William",6,4,66.7%,3.918,3,1,,,,,,,,,,,1,,,
L&S,Nonprofit Administration, 792,Course Total,Course Total,6,4,66.7%,3.918,3,1,,,,,,,,,,,1,,,
L&S,Nonprofit Administration, 793,001,"Boynton,Jacqueline E",11,11,100.0%,3.607,5,3,1,,2,,,,,,,,,,,
L&S,Nonprofit Administration, 793,Course Total,Course Total,11,11,100.0%,3.607,5,3,1,,2,,,,,,,,,,,
L&S,Nonprofit Administration, 795,201,"Miller,Milika Z",12,11,91.7%,3.182,3,2,3,1,1,,,,,,,1,,,,
L&S,Nonprofit Administration, 795,Course Total,Course Total,12,11,91.7%,3.182,3,2,3,1,1,,,,,,,1,,,,
L&S,Peace Studies, 201,003,"Ravia,Isimeli David Vosa",22,21,95.5%,3.921,18,2,,1,,,,,,,,,,,,
L&S,Peace Studies, 201,004,"Sedar,Alexandria Ann",25,23,92.0%,3.710,17,2,1,,1,1,,1,,,,,,,,
L&S,Peace Studies, 201,Course Total,Course Total,47,44,93.6%,3.811,35,4,1,1,1,1,,1,,,,,,,,
L&S,Philosophy, 101,001,"Martin,Jordon Kent",29,24,82.8%,3.059,8,3,3,1,1,,3,3,,,1,,4,,,1
L&S,Philosophy, 101,402,"Palatnik,Nataliya",84,80,95.2%,2.923,14,11,13,12,4,8,7,2,3,1,1,2,1,,,2
L&S,Philosophy, 101,403,"Palatnik,Nataliya",88,81,92.0%,3.097,27,1,9,18,7,8,5,1,,,,3,4,,,2
L&S,Philosophy, 101,Course Total,Course Total,201,185,92.0%,3.017,49,15,25,31,12,16,15,6,3,1,2,5,9,,,5
L&S,Philosophy, 111,001,"Knachel,Matthew E",19,18,94.7%,2.741,1,2,3,2,3,3,3,,,1,,,1,,,
L&S,Philosophy, 111,002,"Knachel,Matthew E",16,16,100.0%,2.354,3,,2,1,2,4,,,,,2,2,,,,
L&S,Philosophy, 111,203,"Knachel,Matthew E",15,14,93.3%,2.333,2,,3,1,2,1,2,,,,,3,,,,
L&S,Philosophy, 111,Course Total,Course Total,50,48,96.0%,2.493,6,2,8,4,7,8,5,,,1,2,5,1,,,
L&S,Philosophy, 192,002,"Magnusson,Agust I",20,20,100.0%,3.100,7,2,5,2,,,1,,1,,1,1,,,,
L&S,Philosophy, 192,003,"Magnusson,Agust I",20,20,100.0%,3.417,7,5,4,1,,,2,1,,,,,,,,
L&S,Philosophy, 192,Course Total,Course Total,40,40,100.0%,3.258,14,7,9,3,,,3,1,1,,1,1,,,,
L&S,Philosophy, 204,401,"Magnusson,Agust I",36,33,91.7%,2.754,7,2,1,6,6,3,1,1,,,3,1,2,,,2
L&S,Philosophy, 204,Course Total,Course Total,36,33,91.7%,2.754,7,2,1,6,6,3,1,1,,,3,1,2,,,2
L&S,Philosophy, 211,001,"Canet,Steven Hamilton",27,21,77.8%,2.466,3,2,3,3,,3,2,,,,,4,4,,,1
L&S,Philosophy, 211,202,"Knachel,Matthew E",54,38,70.4%,2.369,7,3,4,4,5,2,1,,1,2,,8,5,,,1
L&S,Philosophy, 211,403,"Liston,Michael N",41,37,90.2%,2.163,4,2,1,6,3,3,3,5,1,4,1,4,2,,,
L&S,Philosophy, 211,404,"Liston,Michael N",49,38,77.6%,2.465,6,3,2,3,4,5,5,4,,4,,2,5,,,
L&S,Philosophy, 211,Course Total,Course Total,171,134,78.4%,2.354,20,10,10,16,12,13,11,9,2,10,1,18,16,,,2
L&S,Philosophy, 215,001,"Silverstein,Elizabeth Rachel",29,27,93.1%,2.667,9,1,,4,1,3,1,2,,,,4,1,,,2
L&S,Philosophy, 215,Course Total,Course Total,29,27,93.1%,2.667,9,1,,4,1,3,1,2,,,,4,1,,,2
L&S,Philosophy, 232,001,"Magnusson,Agust I",14,14,100.0%,2.183,3,,,2,2,,,,,,1,3,,,,3
L&S,Philosophy, 232,Course Total,Course Total,14,14,100.0%,2.183,3,,,2,2,,,,,,1,3,,,,3
L&S,Philosophy, 241,401,"Palatnik,Nataliya",32,29,90.6%,2.897,5,3,3,9,2,1,3,,1,1,,1,3,,,
L&S,Philosophy, 241,Course Total,Course Total,32,29,90.6%,2.897,5,3,3,9,2,1,3,,1,1,,1,3,,,
L&S,Philosophy, 243,001,"Magnusson,Agust I",25,23,92.0%,3.035,4,3,3,3,2,2,,,,1,1,,2,,,4
L&S,Philosophy, 243,002,"Magnusson,Agust I",30,24,80.0%,3.197,9,4,2,2,,2,,1,,,1,1,2,,,2
L&S,Philosophy, 243,003,"Magnusson,Agust I",27,22,81.5%,3.233,6,4,5,2,,,1,,1,,,1,,,,2
L&S,Philosophy, 243,Course Total,Course Total,82,69,84.1%,3.159,19,11,10,7,2,4,1,1,1,1,2,2,4,,,8
L&S,Philosophy, 244,001,"Tym,Kristen A",24,23,95.8%,3.450,14,4,1,1,,,,1,,,1,1,1,,,
L&S,Philosophy, 244,202,"Silverstein,Elizabeth Rachel",74,68,91.9%,3.206,30,8,9,8,2,,3,1,,1,1,5,2,,,
L&S,Philosophy, 244,Course Total,Course Total,98,91,92.9%,3.268,44,12,10,9,2,,3,2,,1,2,6,3,,,
L&S,Philosophy, 250,001,"Bristow,William F",30,27,90.0%,3.017,5,5,,5,3,,1,,,,,2,2,,1,5
L&S,Philosophy, 250,Course Total,Course Total,30,27,90.0%,3.017,5,5,,5,3,,1,,,,,2,2,,1,5
L&S,Philosophy, 332,001,"Spencer,Joshua T",12,12,100.0%,3.810,4,2,1,,,,,,,,,,,,,5
L&S,Philosophy, 332,Course Total,Course Total,12,12,100.0%,3.810,4,2,1,,,,,,,,,,,,,5
L&S,Philosophy, 337,001,"Silverstein,Elizabeth Rachel",10,10,100.0%,3.149,2,2,1,1,2,,,,1,,,,,,,1
L&S,Philosophy, 337,Course Total,Course Total,10,10,100.0%,3.149,2,2,1,1,2,,,,1,,,,,,,1
L&S,Philosophy, 351,001,"Goodman,Rachel T",16,15,93.8%,3.388,6,1,3,1,,,,,,,,1,1,,,3
L&S,Philosophy, 351,Course Total,Course Total,16,15,93.8%,3.388,6,1,3,1,,,,,,,,1,1,,,3
L&S,Philosophy, 430,001,"Tierney,Richard J",40,39,97.5%,3.156,12,1,6,3,1,2,4,3,,,,,1,,4,3
L&S,Philosophy, 430,Course Total,Course Total,40,39,97.5%,3.156,12,1,6,3,1,2,4,3,,,,,1,,4,3
L&S,Philosophy, 516,001,"Van Elswyk,Peter D",12,12,100.0%,3.788,10,,,,,,,1,,,,,,,,1
L&S,Philosophy, 516,Course Total,Course Total,12,12,100.0%,3.788,10,,,,,,,1,,,,,,,,1
L&S,Philosophy, 519,001,"Spencer,Joshua T",20,20,100.0%,3.685,15,2,,,1,,,,,,,1,,,,1
L&S,Philosophy, 519,Course Total,Course Total,20,20,100.0%,3.685,15,2,,,1,,,,,,,1,,,,1
L&S,Philosophy, 685,001,"Husi,Stanislaus",9,9,100.0%,3.584,3,3,1,,,1,,,,,,,,,,1
L&S,Philosophy, 685,Course Total,Course Total,9,9,100.0%,3.584,3,3,1,,,1,,,,,,,,,,1
L&S,Philosophy, 758,001,"Bristow,William F",12,12,100.0%,4.000,12,,,,,,,,,,,,,,,
L&S,Philosophy, 758,Course Total,Course Total,12,12,100.0%,4.000,12,,,,,,,,,,,,,,,
L&S,Philosophy, 790,001,"Neufeld,Blain E",11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
L&S,Philosophy, 790,Course Total,Course Total,11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
L&S,Philosophy, 820,001,"Neufeld,Blain E",6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Philosophy, 820,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Philosophy, 941,001,"Husi,Stanislaus",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Philosophy, 941,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Physics, 107,001,"Wood,Robert L",85,76,89.4%,2.184,10,2,6,6,8,6,9,10,4,4,2,9,4,,,
L&S,Physics, 107,202,"Guptasarma,Prasenjit",51,45,88.2%,3.038,14,,6,8,8,5,,,,,1,2,4,,,1
L&S,Physics, 107,Course Total,Course Total,136,121,89.0%,2.497,24,2,12,14,16,11,9,10,4,4,3,11,8,,,1
L&S,Physics, 108,802,"Rexhausen,William Christopher",15,15,100.0%,3.489,8,2,3,1,,,,,,,,1,,,,
L&S,Physics, 108,803,"Rexhausen,William Christopher",17,15,88.2%,3.734,10,3,1,,,,,1,,,,,1,,,
L&S,Physics, 108,804,"Rexhausen,William Christopher",15,14,93.3%,3.596,9,2,1,,1,,,,,1,,,,,,
L&S,Physics, 108,Course Total,Course Total,47,44,93.6%,3.606,27,7,5,1,1,,,1,,1,,1,1,,,
L&S,Physics, 110,401,"Gordon,Susan M",42,33,78.6%,2.657,3,1,3,8,6,4,3,4,,,,1,8,,,
L&S,Physics, 110,Course Total,Course Total,42,33,78.6%,2.657,3,1,3,8,6,4,3,4,,,,1,8,,,
L&S,Physics, 120,401,"Gordon,Susan M",96,86,89.6%,2.452,5,6,5,11,10,17,22,,1,2,1,4,7,,,2
L&S,Physics, 120,402,"Gordon,Susan M",108,91,84.3%,2.644,11,5,13,12,9,10,19,4,4,1,1,2,13,,,
L&S,Physics, 120,403,"Maillis,James",66,62,93.9%,2.650,9,2,8,8,6,12,9,1,2,4,,1,1,,,
L&S,Physics, 120,Course Total,Course Total,270,239,88.5%,2.578,25,13,26,31,25,39,50,5,7,7,2,7,21,,,2
L&S,Physics, 121,801,"Adhikari,Dhruba Prasad",18,17,94.4%,3.845,9,8,,,,,,,,,,,,,,
L&S,Physics, 121,802,"Rose,Caitlin Amarantha",18,17,94.4%,3.648,6,6,3,2,,,,,,,,,1,,,
L&S,Physics, 121,803,"Dahal,Narayan Prasad",18,15,83.3%,3.890,10,5,,,,,,,,,,,,,,
L&S,Physics, 121,804,"Spaulding,Alexandra",18,17,94.4%,3.746,8,7,1,,1,,,,,,,,,,,
L&S,Physics, 121,805,"Adhikari,Dhruba Prasad",16,13,81.3%,3.667,5,4,3,1,,,,,,,,,2,,,
L&S,Physics, 121,806,"Dahal,Narayan Prasad",17,17,100.0%,3.551,4,8,2,1,2,,,,,,,,,,,
L&S,Physics, 121,807,"Adhikari,Dhruba Prasad",18,16,88.9%,3.689,6,7,2,,1,,,,,,,,1,,,
L&S,Physics, 121,808,"Parsons,Christian Alan",18,16,88.9%,3.668,7,6,,2,1,,,,,,,,1,,,
L&S,Physics, 121,809,"Dahal,Narayan Prasad",18,18,100.0%,3.706,6,10,1,,1,,,,,,,,,,,
L&S,Physics, 121,Course Total,Course Total,159,146,91.8%,3.711,61,61,12,6,6,,,,,,,,5,,,
L&S,Physics, 122,401,"Gordon,Susan M",44,38,86.4%,2.202,3,,5,,8,6,7,2,1,1,,5,2,,,
L&S,Physics, 122,402,"Schwander,Peter",53,50,94.3%,2.507,9,2,8,6,6,3,4,2,1,1,1,7,2,,,
L&S,Physics, 122,Course Total,Course Total,97,88,90.7%,2.375,12,2,13,6,14,9,11,4,2,2,1,12,4,,,
L&S,Physics, 123,801,"Sharma,Netra Prasad",16,16,100.0%,3.417,6,5,3,,,1,,,,,,1,,,,
L&S,Physics, 123,802,"Dwivedi,Anand Prashant",17,17,100.0%,3.432,7,4,3,1,1,,,,,,,1,,,,
L&S,Physics, 123,803,"Sharma,Netra Prasad",15,13,86.7%,3.590,7,1,2,1,2,,,,,,,,,,,
L&S,Physics, 123,804,"Dwivedi,Anand Prashant",18,15,83.3%,3.823,9,4,2,,,,,,,,,,3,,,
L&S,Physics, 123,Course Total,Course Total,66,61,92.4%,3.558,29,14,10,2,3,1,,,,,,2,3,,,
L&S,Physics, 209,401,"Maillis,James",108,106,98.1%,2.864,24,9,22,7,4,14,6,9,4,4,1,2,1,,,
L&S,Physics, 209,402,"Maillis,James",64,60,93.8%,3.027,12,7,15,5,,14,2,1,3,,1,,3,,,
L&S,Physics, 209,Course Total,Course Total,172,166,96.5%,2.923,36,16,37,12,4,28,8,10,7,4,2,2,4,,,
L&S,Physics, 210,401,"Dasgupta,Debashis",76,69,90.8%,2.396,4,3,9,9,15,10,3,4,2,2,1,7,5,,,
L&S,Physics, 210,402,"Wood,Robert L",48,42,87.5%,2.437,3,3,1,10,3,4,8,7,,1,,2,4,,,
L&S,Physics, 210,Course Total,Course Total,124,111,89.5%,2.412,7,6,10,19,18,14,11,11,2,3,1,9,9,,,
L&S,Physics, 214,801,"Sharma,Sabita",17,13,76.5%,3.616,4,5,3,,1,,,,,,,,3,,,
L&S,Physics, 214,803,"Zhang,Chaoran",17,16,94.1%,3.521,9,3,2,,1,,,,,,,1,,,,
L&S,Physics, 214,804,"Sharma,Sabita",17,17,100.0%,3.726,8,6,1,2,,,,,,,,,,,,
L&S,Physics, 214,805,"Sharma,Sabita",17,17,100.0%,3.825,9,7,1,,,,,,,,,,,,,
L&S,Physics, 214,806,"Zhang,Chaoran",18,18,100.0%,3.389,3,7,7,,,,,,,,,1,,,,
L&S,Physics, 214,807,"Zhang,Chaoran",18,18,100.0%,3.556,10,3,3,1,,,,,,,,1,,,,
L&S,Physics, 214,Course Total,Course Total,104,99,95.2%,3.603,43,31,17,3,2,,,,,,,3,3,,,
L&S,Physics, 215,801,"Walter,Nicholas Mark",12,11,91.7%,3.850,6,5,,,,,,,,,,,,,,
L&S,Physics, 215,802,"Trujillo,Justin Anthony",12,12,100.0%,3.500,4,2,3,2,1,,,,,,,,,,,
L&S,Physics, 215,803,"Horst,Christian D",12,12,100.0%,3.778,8,3,,,,1,,,,,,,,,,
L&S,Physics, 215,804,"Horst,Christian D",12,12,100.0%,3.195,2,3,1,2,2,2,,,,,,,,,,
L&S,Physics, 215,805,"Walter,Nicholas Mark",12,11,91.7%,3.758,5,4,2,,,,,,,,,,,,,
L&S,Physics, 215,806,"Trujillo,Justin Anthony",12,12,100.0%,3.863,7,5,,,,,,,,,,,,,,
L&S,Physics, 215,807,"Horst,Christian D",12,10,83.3%,3.433,2,2,3,3,,,,,,,,,1,,,
L&S,Physics, 215,Course Total,Course Total,84,80,95.2%,3.626,34,24,9,7,3,3,,,,,,,1,,,
L&S,Physics, 219,401,"Dasgupta,Debashis",11,11,100.0%,2.756,2,,4,2,,,1,,,1,,1,,,,
L&S,Physics, 219,Course Total,Course Total,11,11,100.0%,2.756,2,,4,2,,,1,,,1,,1,,,,
L&S,Physics, 309,001,"Ormandy,Alex O",19,15,78.9%,3.311,3,3,4,2,2,,1,,,,,,1,,,
L&S,Physics, 309,Course Total,Course Total,19,15,78.9%,3.311,3,3,4,2,2,,1,,,,,,1,,,
L&S,Physics, 370,001,"Patch,Sarah K",22,17,77.3%,2.334,1,2,1,4,2,1,1,,,1,,3,4,,,1
L&S,Physics, 370,Course Total,Course Total,22,17,77.3%,2.334,1,2,1,4,2,1,1,,,1,,3,4,,,1
L&S,Physics, 409,801,"Dasgupta,Debashis",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Physics, 409,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Physics, 420,001,"Schmidt,Marius",10,10,100.0%,2.067,1,1,1,1,,,,2,1,2,,1,,,,
L&S,Physics, 420,Course Total,Course Total,10,10,100.0%,2.067,1,1,1,1,,,,2,1,2,,1,,,,
L&S,Physics, 441,001,"Wood,Robert L",16,13,81.3%,2.384,1,,,2,1,4,3,1,1,,,,3,,,
L&S,Physics, 441,Course Total,Course Total,16,13,81.3%,2.384,1,,,2,1,4,3,1,1,,,,3,,,
L&S,Physics, 501,001,"Agterberg,Daniel F",9,9,100.0%,3.554,5,,2,1,,1,,,,,,,,,,
L&S,Physics, 501,Course Total,Course Total,9,9,100.0%,3.554,5,,2,1,,1,,,,,,,,,,
L&S,Physics, 515,001,"Agterberg,Daniel F",8,7,87.5%,3.714,4,1,1,1,,,,,,,,,,,,
L&S,Physics, 515,Course Total,Course Total,8,7,87.5%,3.714,4,1,1,1,,,,,,,,,,,,
L&S,Physics, 531,001,"Wiseman,Alan G",6,6,100.0%,3.388,3,,,2,,1,,,,,,,,,,
L&S,Physics, 531,Course Total,Course Total,6,6,100.0%,3.388,3,,,2,,1,,,,,,,,,,
L&S,Physics, 551,001,"Weinert,Michael Ta",6,6,100.0%,3.800,4,,,1,,,,,,,,,,,,1
L&S,Physics, 551,Course Total,Course Total,6,6,100.0%,3.800,4,,,1,,,,,,,,,,,,1
L&S,Physics, 610,001,"McGrath,Casey Daniel",6,6,100.0%,3.833,5,,,1,,,,,,,,,,,,
L&S,Physics, 610,Course Total,Course Total,6,6,100.0%,3.833,5,,,1,,,,,,,,,,,,
L&S,Physics, 903,001,"Brady,Patrick R",6,5,83.3%,3.934,4,1,,,,,,,,,,,,,,
L&S,Physics, 903,Course Total,Course Total,6,5,83.3%,3.934,4,1,,,,,,,,,,,,,,
L&S,Physics, 906,001,"Raicu,Valerica",7,6,85.7%,3.723,2,3,1,,,,,,,,,,,,,
L&S,Physics, 906,Course Total,Course Total,7,6,85.7%,3.723,2,3,1,,,,,,,,,,,,,
L&S,Physics, 990,004,"Creighton,Jolien D",6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Physics, 990,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Polish, 101,401,"Mikos,Michael J",10,10,100.0%,3.166,4,,1,2,,,,,,,,1,,,,2
L&S,Polish, 101,Course Total,Course Total,10,10,100.0%,3.166,4,,1,2,,,,,,,,1,,,,2
L&S,Political Science, 103,001,"Davis,Nicholas Ryan",72,66,91.7%,2.575,6,6,4,15,12,4,7,3,,2,1,5,5,,,1
L&S,Political Science, 103,202,"Davis,Nicholas Ryan",51,43,84.3%,2.799,8,6,4,7,3,2,8,2,,,,3,3,,,
L&S,Political Science, 103,Course Total,Course Total,123,109,88.6%,2.664,14,12,8,22,15,6,15,5,,2,1,8,8,,,1
L&S,Political Science, 104,401,"Dolan,Kathleen A",131,125,95.4%,1.871,5,1,6,27,5,8,15,13,4,17,2,21,4,,,1
L&S,Political Science, 104,Course Total,Course Total,131,125,95.4%,1.871,5,1,6,27,5,8,15,13,4,17,2,21,4,,,1
L&S,Political Science, 106,001,"Horowitz,Kristin Trenholm",67,59,88.1%,2.554,4,6,7,5,15,5,1,3,4,,4,2,4,,,3
L&S,Political Science, 106,Course Total,Course Total,67,59,88.1%,2.554,4,6,7,5,15,5,1,3,4,,4,2,4,,,3
L&S,Political Science, 150,001,"Shah,Paru R",18,15,83.3%,3.311,7,3,1,1,,1,1,,,,,1,1,,,
L&S,Political Science, 150,Course Total,Course Total,18,15,83.3%,3.311,7,3,1,1,,1,1,,,,,1,1,,,
L&S,Political Science, 175,001,"Heo,Uk",68,64,94.1%,3.172,16,9,15,5,5,6,3,,1,,,2,1,,,2
L&S,Political Science, 175,Course Total,Course Total,68,64,94.1%,3.172,16,9,15,5,5,6,3,,1,,,2,1,,,2
L&S,Political Science, 193,001,"Bloch,Bradley J",22,21,95.5%,3.984,20,1,,,,,,,,,,,1,,,
L&S,Political Science, 193,Course Total,Course Total,22,21,95.5%,3.984,20,1,,,,,,,,,,,1,,,
L&S,Political Science, 215,001,"Shah,Paru R",99,89,89.9%,2.115,5,10,4,15,5,6,11,6,,9,1,15,8,,,2
L&S,Political Science, 215,Course Total,Course Total,99,89,89.9%,2.115,5,10,4,15,5,6,11,6,,9,1,15,8,,,2
L&S,Political Science, 328,001,"Brusin,David",28,28,100.0%,3.691,13,8,4,2,1,,,,,,,,,,,
L&S,Political Science, 328,Course Total,Course Total,28,28,100.0%,3.691,13,8,4,2,1,,,,,,,,,,,
L&S,Political Science, 337,201,"Horowitz,Shale A",49,39,79.6%,2.308,1,2,3,5,6,9,3,4,1,2,1,2,6,,,
L&S,Political Science, 337,Course Total,Course Total,49,39,79.6%,2.308,1,2,3,5,6,9,3,4,1,2,1,2,6,,,
L&S,Political Science, 340,001,"Redd,Steven B",24,21,87.5%,2.134,1,1,2,3,2,2,1,2,,4,,2,2,,,1
L&S,Political Science, 340,Course Total,Course Total,24,21,87.5%,2.134,1,1,2,3,2,2,1,2,,4,,2,2,,,1
L&S,Political Science, 355,001,"Reuter,Ora John E",20,19,95.0%,2.981,4,3,,4,2,,2,,1,1,,,1,,,2
L&S,Political Science, 355,Course Total,Course Total,20,19,95.0%,2.981,4,3,,4,2,,2,,1,1,,,1,,,2
L&S,Political Science, 359,001,"Horowitz,Kristin Trenholm",35,34,97.1%,3.115,7,7,3,7,1,1,2,2,2,,,,1,,,2
L&S,Political Science, 359,Course Total,Course Total,35,34,97.1%,3.115,7,7,3,7,1,1,2,2,2,,,,1,,,2
L&S,Political Science, 361,001,"Horowitz,Kristin Trenholm",33,32,97.0%,3.011,3,5,5,9,3,2,,,2,1,,,1,,,2
L&S,Political Science, 361,Course Total,Course Total,33,32,97.0%,3.011,3,5,5,9,3,2,,,2,1,,,1,,,2
